case_reference,date_info_supplied,subject,type_
FOI 12344,29/01/2019,Cremations.,FOI
FOI 12333,28/01/2019,Libraries,FOI
FOI 12334,28/01/2019,Community Protection Officers,FOI
FOI 12335,28/01/2019,Derby Arena,FOI
FOI 12467,28/01/2019,Business Rates Credit Balances,FOI
EIR 12328,25/01/2019,Subsidence damage claim,EIR
FOI 12325,24/01/2019,Average weekly cost of children in care,FOI
EIR 12323,24/01/2019,Request for information for outdoor play areas.,EIR
FOI 12214,24/01/2019,Children Asylum Seekers,FOI
EIR 12319,23/01/2019,Implementation of planning policies,EIR
FOI 12320,23/01/2019,"Reports of inspections on zoos, safari parks and wildlife parks",FOI
FOI 12321,23/01/2019,Housing Benefits: Supported Living.,FOI
FOI 12316,22/01/2019,Food hygiene report ,FOI
FOI 12317,22/01/2019,Number of fitness and wellness buildings in the region,FOI
EIR 12205,22/01/2019,Waste bins,EIR
FOI 12164,22/01/2019,Hostile vehicle mitigation and counter-terrorism,FOI
EIR 12439,22/01/2019,Recycling and Household Collections,EIR
FOI 12429,21/01/2019,Deaths in social housing,FOI
FOI 12236,21/01/2019,Christmas lights,FOI
FOI 12421,21/01/2019,NDR Credit Business Rates.,FOI
FOI 12418,18/01/2019,Local Housing and Homelessness.,FOI
FOI 12419,18/01/2019,Organisational structure chart for Children's and Adults Services.,FOI
EIR 12420,18/01/2019,Business rates,EIR
FOI 12211,18/01/2019,Senior Management Team,FOI
EIR 12256,17/01/2019,Energy Efficiency Rating,EIR
FOI 12415,17/01/2019,Business Rates Credit Balances,FOI
FOI 12308,17/01/2019,Request for information for n contract or agency staff employed in the People's Directorate by department/section and what rates per hour they are paid and if applicable also show length of contract.,FOI
FOI 12314,17/01/2019,Adult reviews/reassessments,FOI
FOI 12287,17/01/2019,Stray animals in Derby,FOI
EIR 12312,15/01/2019,Request for information on highway bond provisions.,EIR
FOI 12298,15/01/2019,Information about potholes,FOI
FOI 12303,15/01/2019,Request for a full up to date list of companies and charities that have recently become liable for business rates between the 1st-15th of December 2018.,FOI
FOI 12374,15/01/2019,Covert Human Intelligence Sources (CHIS),FOI
FOI 12304,14/01/2019,Allegations made by children against anybody working with children,FOI
FOI 12306,14/01/2019,Accommodation for Asylum seekers,FOI
FOI 12300,14/01/2019,"Formal and informal policy for policy maternity, paternity, adoption & kinship care in place for Councillors",FOI
FOI 12230,14/01/2019,Senior staff,FOI
FOI 12244,14/01/2019,School revenue outturns,FOI
FOI 12186,14/01/2019,Carbon saving energy storage products,FOI
FOI 12290,11/01/2019,October 2018 food hygiene reports,FOI
FOI 12291,11/01/2019,Ecological experts currently employed by DCC,FOI
FOI 12381,11/01/2019,Public Health Funerals,FOI
FOI 12382,11/01/2019,Public Health Funerals,FOI
FOI 12296,10/01/2019,Children without a school place,FOI
FOI 12288,10/01/2019,Dixy's Chicken Food Hygiene Report,FOI
FOI 12301,10/01/2019,"Request for information on policies available at the Council to support community led housing, the grants given to community led housing organisations and land disposals or leases the council has made to community led housing groups or organisations since 2010 and the availability of staff that support community led housing.",FOI
FOI 12234,10/01/2019,Healthcare,FOI
FOI 12285,09/01/2019,Child work permits,FOI
EIR 12373,09/01/2019,Public Rights of Way Data,EIR
FOI 12361,09/01/2019,"List of all establishments in your jurisdiction which have been issued a licence to show films, both ""theatrical"" and ""non-theatrical"".",FOI
FOI 12359,08/01/2019,Software used to calculate Council Tax,FOI
FOI 12360,08/01/2019,Derby City Council inception history,FOI
FOI 12295,08/01/2019,Request for information in relation to physical and sexual assault of teachers at and near the school premises in the last three years and compensation granted to teachers assaulted on school grounds.,FOI
FOI 12262,08/01/2019,Domestic Homicide Reviews,FOI
EIR 12272,08/01/2019,Sinfin incinerator legal advice,EIR
EIR 12307,08/01/2019,Request for information relating to building regulations ref 02/00435/FP and details of all the faults raised with information on the outcomes with dates and who completed the work.,EIR
FOI 12318,07/01/2019,People age 65 and over who live in Derbyshire council area,FOI
FOI 12235,07/01/2019,Business Rates Credit Balances & Write Offs,FOI
FOI 12227,07/01/2019,Social Care & Personal Health Budgets,FOI
EIR 12206,07/01/2019,Parking Fines,EIR
FOI 12310,04/01/2019,Request for information of the numbers of household on DCC's  housing waiting lists.,FOI
FOI 12302,04/01/2019,Empty Residential & Commercial Properties,FOI
FOI 12274,04/01/2019,Business rates,FOI
FOI 12268,04/01/2019,Business rates,FOI
FOI 12294,04/01/2019,Public sector off-payroll (IR35) reforms,FOI
FOI 12292,04/01/2019,WSK Harper,FOI
FOI 12352,04/01/2019,Care Functions.,FOI
FOI 12279,03/01/2019,Childrens care homes,FOI
FOI 12260,03/01/2019,Pantomime productions and christmas shows,FOI
EIR 12273,02/01/2019,Parking Charges,EIR
FOI 12276,02/01/2019,Smoking cessation,FOI
FOI 12282,02/01/2019,Licensing,FOI
FOI 12284,02/01/2019,Repatriation of human remains,FOI
FOI 12293,02/01/2019,Anti-social behaviour,FOI
FOI 12343,02/01/2019,Council tax policy.,FOI
EIR 12340,02/01/2019,Waste Provision information request.,EIR
FOI 12176,02/01/2019,Sexual Harassment Complaints,FOI
FOI 12174,31/12/2018,Christmas / festive spending past five years,FOI
FOI 12337,31/12/2018,Business rates,FOI
FOI 12271,31/12/2018,Better Care Fund,FOI
FOI 12265,31/12/2018,Domestic Violence,FOI
FOI 12278,28/12/2018,PSPOs,FOI
FOI 12283,28/12/2018,SEND timeframe,FOI
FOI 12332,28/12/2018,Request for a former DCC employment reference contact details.,FOI
FOI 12233,28/12/2018,Sleep in shifts,FOI
FOI 12253,28/12/2018,Christmas lights and fireworks,FOI
EIR 12267,27/12/2018,ebikes and the Derby Clean Air proposal,EIR
FOI 12261,27/12/2018,Independent accomodation,FOI
FOI 12289,24/12/2018,Information on the Legal Department Staff.,FOI
FOI 12326,24/12/2018,Public Health Funerals,FOI
FOI 12324,24/12/2018,Management Structure.,FOI
FOI 12305,24/12/2018,Homeless hubs,FOI
FOI 12243,24/12/2018,Commissioning,FOI
FOI 12257,24/12/2018,Funerals,FOI
FOI 12240,21/12/2018,Non Stunned Meat,FOI
FOI 12228,21/12/2018,Local authority high needs funding,FOI
FOI 12226,21/12/2018,Children in care,FOI
FOI 12281,21/12/2018,Phone call recording,FOI
FOI 12269,20/12/2018,Looked after children,FOI
FOI 12277,20/12/2018,Insurance claims.,FOI
FOI 12275,20/12/2018,Complaints/grievances,FOI
FOI 12249,20/12/2018,Food Poverty,FOI
FOI 12251,19/12/2018,Primary School applications,FOI
FOI 12259,19/12/2018,Drug and alcohol treatment services,FOI
FOI 12245,19/12/2018,School spending,FOI
FOI 12247,19/12/2018,Incidents involving the Home Boarding and Kennelling of Dogs,FOI
FOI 12248,19/12/2018,Licenses,FOI
EIR 12215,19/12/2018,Sinfin waste,EIR
FOI 12184,19/12/2018,SEND-EHCPs,FOI
FOI 12200,19/12/2018,Food hygiene reports - September 2018,FOI
FOI 12121,19/12/2018,Invoice payment data,FOI
EIR 12270,19/12/2018,Settlement boundaries,EIR
FOI 12311,19/12/2018,Housing Waiting List,FOI
FOI 12126,18/12/2018,Brexit preparations,FOI
EIR 12212,18/12/2018,Blue Peter Island,EIR
FOI 12217,18/12/2018,Procurement,FOI
EIR 12218,18/12/2018,Potholes,EIR
FOI 12219,18/12/2018,Stray dogs,FOI
FOI 12193,18/12/2018,Age assessments for asylum seekers,FOI
FOI 12223,18/12/2018,Dangerous Wild Animals,FOI
FOI 12224,18/12/2018,Children taken into care,FOI
FOI 12229,18/12/2018,Enforcement in the private rented sector,FOI
EIR 12237,18/12/2018,Street lighting,EIR
FOI 12238,18/12/2018,Adult Social Care/hospital Beds,FOI
FOI 12239,18/12/2018,RIDDOR forms,FOI
FOI 12252,18/12/2018,Special guardianship,FOI
FOI 12216,17/12/2018,Childrens social care,FOI
FOI 12221,17/12/2018,ICT software spend on local authority Youth Justice/Offending case management information system,FOI
EIR 12207,17/12/2018,Recycling bins,EIR
FOI 12149,17/12/2018,Organisational structure breakdown for highways and transport division,FOI
EIR 12203,14/12/2018,Street lighting,EIR
EIR 12204,14/12/2018,Air quality,EIR
FOI 12185,14/12/2018,Sexual Health Services,FOI
FOI 12299,14/12/2018,HMOs,FOI
FOI 12297,14/12/2018,No known next of kin,FOI
FOI 12195,13/12/2018,Christmas lights switch on,FOI
EIR 12196,13/12/2018,Roads and potholes,EIR
EIR 12190,13/12/2018,Sinfin Incinerator,EIR
FOI 12187,12/12/2018,Derby City Schools - 2017/18 statistics,FOI
FOI 12210,12/12/2018,Private Security,FOI
FOI 12189,10/12/2018,Access Road Repairs,FOI
EIR 12182,10/12/2018,noise complaints,EIR
FOI 12173,10/12/2018,Business rates,FOI
FOI 12201,10/12/2018,Business rates,FOI
EIR 12198,10/12/2018,Land searches,EIR
FOI 12209,10/12/2018,BACS software contract,FOI
FOI 12175,10/12/2018,Street lighting in Derby,FOI
FOI 12167,07/12/2018,Business rates,FOI
FOI 12108,07/12/2018,Trading Standards and Environmental Health Services,FOI
FOI 12178,07/12/2018,Framework spend,FOI
FOI 12183,07/12/2018,Frameworks for care for Adults and Children with Physical Disabilities,FOI
FOI 12180,07/12/2018,Theft of household waste bins,FOI
FOI 12169,06/12/2018,Council spend on Christmas lights,FOI
FOI 12170,05/12/2018,Vehicles currently registered as a Taxi,FOI
EIR 12168,05/12/2018,Broadstone Close,EIR
EIR 12172,05/12/2018,"Damage to Headstones St Peter’s Church, Littleover, Derby",EIR
EIR 12199,05/12/2018,Recycling hubs,EIR
FOI 12165,04/12/2018,Business rates,FOI
FOI 12166,04/12/2018,War Disablement Pensions & Social Care,FOI
FOI 12161,04/12/2018,Suitable Development Permissions,FOI
FOI 12162,04/12/2018,The cost of refreshments provided for all council meetings from January 2014 - November 2018,FOI
FOI 12158,04/12/2018,Motor Vehicles registered for public hire,FOI
FOI 12159,03/12/2018,Welfare of dogs,FOI
FOI 12160,03/12/2018,Electoral services,FOI
FOI 12156,03/12/2018,Business Rates,FOI
FOI 12157,03/12/2018,Elections,FOI
FOI 12163,03/12/2018,Local food fraud cases,FOI
FOI 12153,03/12/2018,Business Rates,FOI
FOI 12263,03/12/2018,Public Health Funerals,FOI
FOI 12264,03/12/2018,HMO Public Register,FOI
FOI 12147,29/11/2018,Blue Badge applications,FOI
FOI 12148,29/11/2018,Access to housing for disabled people - Information not held,FOI
FOI 12150,29/11/2018,Assistive Technology,FOI
FOI 12141,29/11/2018,Spending in the Special Educational Needs Service (SEN),FOI
FOI 12144,29/11/2018,Support for Local Food Banks,FOI
FOI 12145,29/11/2018,Dangerous Dogs,FOI
FOI 12220,29/11/2018,Office 365,FOI
FOI 12142,28/11/2018,Behaviour Enforcement Measures,FOI
FOI 12143,28/11/2018,Business Rates,FOI
EIR 12140,27/11/2018,Con29 information 3.6 for DE21 7EX,EIR
FOI 12131,27/11/2018,School and Academy Spending,FOI
FOI 12222,27/11/2018,Homelessness,FOI
FOI 12179,26/11/2018,Domestic abuse refuge services,FOI
FOI 12132,26/11/2018,Road safety this winter,FOI
FOI 12133,26/11/2018,Stray dogs,FOI
FOI 12134,26/11/2018,Mandatory HMO Licensing fees,FOI
FOI 12135,26/11/2018,Speeding tickets,FOI
FOI 12130,26/11/2018,Business Rates Ratepayer,FOI
FOI 12124,26/11/2018,"Care Planning, Placement and Review 2010 regulations",FOI
FOI 12139,26/11/2018,"Travellers accommodation, Camps and Pitches",FOI
FOI 12137,26/11/2018,Agency social workers,FOI
FOI 12146,26/11/2018,Contacts information,FOI
FOI 12115,23/11/2018,Missing episodes involving young people,FOI
FOI 12120,23/11/2018,Modern Slavery,FOI
FOI 12116,22/11/2018,Return Home Interviews,FOI
FOI 12117,22/11/2018,Return Home Interview - out of area children,FOI
FOI 12122,22/11/2018,Home schooling and ethnicity,FOI
FOI 12113,21/11/2018,Council Tax - bailiffs and bankruptcy,FOI
FOI 12110,20/11/2018,Bioterrorism attack,FOI
FOI 12101,19/11/2018,Complete and up-to-date list of all business (non-residential) property rates,FOI
EIR 12102,19/11/2018,Council tax & Parks,EIR
EIR 12104,16/11/2018,Planning application - Darley Abby Mills,EIR
FOI 12105,16/11/2018,Residential disabled parking,FOI
FOI 12106,16/11/2018,Food hygiene report - July 2018 - Crawshaws,FOI
FOI 12111,16/11/2018,Domestic Violence,FOI
FOI 12112,16/11/2018,Staff car parking charges at schools/colleges in your catchment area.,FOI
FOI 12109,16/11/2018,Street Light Central Management System,FOI
FOI 12095,16/11/2018,Tea and biscuits,FOI
FOI 12096,16/11/2018,pupil premium funding,FOI
FOI 12114,16/11/2018,Child Truancy,FOI
FOI 12188,15/11/2018,ICT Outsourced Contracts,FOI
FOI 12191,15/11/2018,Public Health Funerals,FOI
FOI 12192,15/11/2018,Homelessness,FOI
FOI 12098,13/11/2018,Business rates,FOI
